Source Country,Vehicle ID,Brand *,Model *,Variant,Year From *,Year To,Body Type *,Segment,Drivetrain *,Seats,Battery kWh *,Battery Type,Mass kg *,Drag Cd *,Frontal A m2 *,Roll Cr,Drivetrain eff,Regen eff,Motor kW,Torque Nm,Top Speed kmh,0-100 sec,Cargo L,Towing kg,Length mm,Width mm,Height mm,Certified Range km *,Range Standard *,Real Range km *,Consumption Wh/km *,k_ref (derived),DC Plug *,AC Plug *,Peak DC kW *,Peak AC kW *,0-80pct min,V2L,V2G,SoC Min pct,SoC Max pct,Market Code *,Variant Note,Price local,Currency,Avail From,Heat Pump,Data Quality *,Data Source *,Source URL,Last Verified,Verified By,Notes,Battery Warranty Years,Battery Warranty Capacity Pct,tesla_supercharger_compat,Battery kWh usable,brand_norm,Drag Cd source,Mass kg source,Frontal A source,Roll Cr source,Drivetrain eff source,Regen eff source,Match method
United States,US-2026-0787,Porsche,Taycan 4S Performance Battery,Taycan / 4S Performance Battery,2026,,Sedan,C - Compact,AWD,,82.3,NMC pouch (LG Energy Solution); 800V; Performance Battery Plus 105 kWh,2381.0,0.22,2.33,0.012,0.95,0.65,280.0,,,,,,4963.0,1966.0,1395.0,406.0,EPA,,238.9,,CCS1,J1772,82.3,11.0,,,,10.0,80.0,US,,,,,,Verified-EPA-OEV,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=50239 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"open-ev-data battery/charging cross-ref. EPA tested. Original miles: 252. Charge240: 11.5 h. | Battery warranty: 8yr/70% (src: https://www.porsche.com/usa/aboutporsche/customerservice/warranties/) | OEM harvest v6: Porsche Taycan 4S/Turbo (post-2024 facelift) 105 kWh Performance Plus; 320 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Porsche Taycan — Fastned 270 kW peak (post-2024 spec) (https://www.fastnedcharging.com/en/brands-overview) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model) | Trim populated v11: Taycan / 4S Performance Battery matched by battery size",8,70,with_adapter,57.61,Porsche,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0788,Porsche,Taycan GTS,,2026,,Sedan,C - Compact,AWD,5.0,97.0,Lithium-ion,2495.0,0.22,2.33,0.012,0.95,0.65,444.0,790.0,250.0,3.3,366,,4963.0,1966.0,1381.0,472.0,EPA,,242.2,,CCS1,,281.0,11.0,,,,10.0,80.0,US,,,,,,Partial-EPA-OEV,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=50240 | https://ev-database.org/car/3062/Porsche-Taycan-GTS,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 293. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://www.porsche.com/usa/aboutporsche/customerservice/warranties/) | OEM harvest v6: Porsche Taycan 4S/Turbo (post-2024 facelift) 105 kWh Performance Plus; 320 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Porsche Taycan — Fastned 270 kW peak (post-2024 spec) (https://www.fastnedcharging.com/en/brands-overview)",8,70,with_adapter,67.9,Porsche,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0789,Porsche,Taycan GTS Sport Turismo,,2026,,Sedan,D - Midsize,AWD,5.0,97.0,Lithium-ion,2295.0,0.22,2.33,0.012,0.95,0.65,,790.0,250.0,3.3,405,,4963.0,1966.0,1392.0,449.0,EPA,,255.1,,CCS1,,281.0,11.0,,,,10.0,80.0,US,,,,,,Partial-EPA-OEV,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=50241 | https://ev-database.org/car/3063/Porsche-Taycan-GTS-Sport-Turismo,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 279. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://www.porsche.com/usa/aboutporsche/customerservice/warranties/) | OEM harvest v6: Porsche Taycan 4S/Turbo (post-2024 facelift) 105 kWh Performance Plus; 320 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Porsche Taycan — Fastned 270 kW peak (post-2024 spec) (https://www.fastnedcharging.com/en/brands-overview)",8,70,with_adapter,67.9,Porsche,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0790,Porsche,Taycan Performance Battery,Taycan / 4S Performance Battery,2026,,Sedan,C - Compact,RWD,,82.3,NMC pouch (LG Energy Solution); 800V; Performance Battery Plus 105 kWh,2381.0,0.22,2.33,0.012,0.95,0.65,239.0,,,,,,4963.0,1966.0,1395.0,441.0,EPA,,230.4,,CCS1,J1772,82.3,11.0,,,,10.0,80.0,US,,,,,,Verified-EPA-OEV,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=50242 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"open-ev-data battery/charging cross-ref. EPA tested. Original miles: 274. Charge240: 11.5 h. | Battery warranty: 8yr/70% (src: https://www.porsche.com/usa/aboutporsche/customerservice/warranties/) | OEM harvest v6: Porsche Taycan 4S/Turbo (post-2024 facelift) 105 kWh Performance Plus; 320 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Porsche Taycan — Fastned 270 kW peak (post-2024 spec) (https://www.fastnedcharging.com/en/brands-overview) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model) | Trim populated v11: Taycan / 4S Performance Battery matched by battery size",8,70,with_adapter,57.61,Porsche,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,CLASS-MED
United States,US-2026-0791,Porsche,Taycan Turbo,Taycan Turbo / Turbo S Performance Plus,2026,,Sedan,C - Compact,AWD,5.0,83.7,Lithium-ion,2495.0,0.22,2.33,0.012,0.95,0.65,459.0,940.0,260.0,2.7,366,,4963.0,1966.0,1379.0,470.0,EPA,,244.5,,CCS1,Type 2,84.0,11.0,,,,10.0,80.0,US,,,,,,Verified-EPA-OEV,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=50243 | https://ev-database.org/car/2102/Porsche-Taycan-Turbo,2026-05-06,Claude/fueleconomy.gov import,"open-ev-data battery/charging cross-ref. EPA tested. Original miles: 292. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://www.porsche.com/usa/aboutporsche/customerservice/warranties/) | OEM harvest v6: Porsche Taycan 4S/Turbo (post-2024 facelift) 105 kWh Performance Plus; 320 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Porsche Taycan — Fastned 270 kW peak (post-2024 spec) (https://www.fastnedcharging.com/en/brands-overview) | Trim populated v11: Taycan Turbo / Turbo S Performance Plus matched by battery size",8,70,with_adapter,58.59,Porsche,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0792,Porsche,Taycan Turbo Cross Turismo,,2026,,Sedan,D - Midsize,AWD,5.0,97.0,Lithium-ion,2495.0,0.22,2.33,0.012,0.95,0.65,520.0,940.0,250.0,2.8,405,,4974.0,1967.0,1412.0,426.0,EPA,,266.9,,CCS1,,281.0,11.0,,,,10.0,80.0,US,,,,,,Partial-EPA-OEV,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=50244 | https://ev-database.org/car/2112/Porsche-Taycan-Turbo-Cross-Turismo,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 265. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://www.porsche.com/usa/aboutporsche/customerservice/warranties/) | OEM harvest v6: Porsche Taycan 4S/Turbo (post-2024 facelift) 105 kWh Performance Plus; 320 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Porsche Taycan — Fastned 270 kW peak (post-2024 spec) (https://www.fastnedcharging.com/en/brands-overview)",8,70,with_adapter,67.9,Porsche,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0793,Porsche,Taycan Turbo GT,,2026,,Sedan,C - Compact,AWD,5.0,97.0,Lithium-ion,2295.0,0.22,2.33,0.012,0.95,0.65,,1340.0,290.0,2.3,326,,4968.0,1966.0,1378.0,444.0,EPA,,254.0,,CCS1,,281.0,11.0,,,,10.0,80.0,US,,,,,,Partial-EPA-OEV,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=50245 | https://ev-database.org/car/2144/Porsche-Taycan-Turbo-GT,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 276. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://www.porsche.com/usa/aboutporsche/customerservice/warranties/) | OEM harvest v6: Porsche Taycan 4S/Turbo (post-2024 facelift) 105 kWh Performance Plus; 320 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Porsche Taycan — Fastned 270 kW peak (post-2024 spec) (https://www.fastnedcharging.com/en/brands-overview)",8,70,with_adapter,67.9,Porsche,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0794,Porsche,Taycan Turbo GT with Weissach Package,Taycan / 4S Performance Battery,2026,,Sedan,C - Compact,AWD,,82.3,NMC pouch (LG Energy Solution); 800V; Performance Battery Plus 105 kWh,2438.0,0.22,2.33,0.012,0.95,0.65,579.0,,,,,,4963.0,1966.0,1395.0,433.0,EPA,,259.4,,CCS1,J1772,82.3,11.0,,,,10.0,80.0,US,,,,,,Verified-EPA-OEV,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=50246 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"open-ev-data battery/charging cross-ref. EPA tested. Original miles: 269. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://www.porsche.com/usa/aboutporsche/customerservice/warranties/) | OEM harvest v6: Porsche Taycan 4S/Turbo (post-2024 facelift) 105 kWh Performance Plus; 320 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Porsche Taycan — Fastned 270 kW peak (post-2024 spec) (https://www.fastnedcharging.com/en/brands-overview) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model) | Trim populated v11: Taycan / 4S Performance Battery matched by battery size",8,70,with_adapter,57.61,Porsche,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0795,Porsche,Taycan Turbo S,,2026,,Sedan,C - Compact,AWD,5.0,97.0,Lithium-ion,2295.0,0.22,2.33,0.012,0.95,0.65,,1110.0,260.0,2.4,366,,4963.0,1966.0,1378.0,428.0,EPA,,265.7,,CCS1,,281.0,11.0,,,,10.0,80.0,US,,,,,,Partial-EPA-OEV,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=50247 | https://ev-database.org/car/2103/Porsche-Taycan-Turbo-S,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 266. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://www.porsche.com/usa/aboutporsche/customerservice/warranties/) | OEM harvest v6: Porsche Taycan 4S/Turbo (post-2024 facelift) 105 kWh Performance Plus; 320 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Porsche Taycan — Fastned 270 kW peak (post-2024 spec) (https://www.fastnedcharging.com/en/brands-overview)",8,70,with_adapter,67.9,Porsche,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0796,Porsche,Taycan Turbo S Cross Turismo,,2026,,Sedan,D - Midsize,AWD,5.0,97.0,Lithium-ion,2495.0,0.22,2.33,0.012,0.95,0.65,570.0,1110.0,250.0,2.5,405,,4974.0,1967.0,1407.0,420.0,EPA,,271.0,,CCS1,,281.0,11.0,,,,10.0,80.0,US,,,,,,Partial-EPA-OEV,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=50248 | https://ev-database.org/car/2113/Porsche-Taycan-Turbo-S-Cross-Turismo,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 261. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://www.porsche.com/usa/aboutporsche/customerservice/warranties/) | OEM harvest v6: Porsche Taycan 4S/Turbo (post-2024 facelift) 105 kWh Performance Plus; 320 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Porsche Taycan — Fastned 270 kW peak (post-2024 spec) (https://www.fastnedcharging.com/en/brands-overview)",8,70,with_adapter,67.9,Porsche,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0797,Rivian,R1S All-Terrain Dual Large (20in),,2026,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3402.0,0.347,3.3,0.012,0.95,0.65,496.0,,,,,,5100.0,2015.0,1812.0,465.0,EPA,,275.7,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=49734 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 289. Charge240: 12.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0798,Rivian,R1S All-Terrain Dual Large Plus (20in),,2026,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3402.0,0.347,3.3,0.012,0.95,0.65,496.0,,,,,,5100.0,2015.0,1812.0,470.0,EPA,,291.3,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=49725 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 292. Charge240: 12.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0799,Rivian,R1S All-Terrain Dual Max (20in),,2026,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3402.0,0.347,3.3,0.012,0.95,0.65,496.0,,,,,,5100.0,2015.0,1812.0,595.0,EPA,,268.6,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=49720 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 370. Charge240: 15.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0800,Rivian,R1S All-Terrain Performance  Dual Max (20in),,2026,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3402.0,0.347,3.3,0.012,0.95,0.65,496.0,,,,,,5100.0,2015.0,1812.0,595.0,EPA,,268.6,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=49723 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 370. Charge240: 15.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0801,Rivian,R1S All-Terrain Performance Dual Large (20in),,2026,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,496.0,,,,,,5100.0,2015.0,1812.0,465.0,EPA,,275.7,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=49737 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 289. Charge240: 12.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0802,Rivian,R1S All-Terrain Performance Dual Large Plus (20in),,2026,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,496.0,,,,,,5100.0,2015.0,1812.0,470.0,EPA,,291.3,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=49727 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 292. Charge240: 12.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0803,Rivian,R1S All-Terrain Tri Max (20in),,2026,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3402.0,0.347,3.3,0.012,0.95,0.65,634.0,,,,,,5100.0,2015.0,1812.0,529.0,EPA,,309.7,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=49731 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 329. Charge240: 15.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0804,Rivian,R1S Dual Large (20in),,2026,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,397.0,,,,,,5100.0,2015.0,1812.0,483.0,EPA,,266.4,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=49733 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 300. Charge240: 12.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0805,Rivian,R1S Dual Large (22in),,2026,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,496.0,,,,,,5100.0,2015.0,1812.0,529.0,EPA,,245.3,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=49732 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 329. Charge240: 12.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2026-0806,Rivian,R1S Dual Large Plus (20in),,2026,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,496.0,,,,,,5100.0,2015.0,1812.0,510.0,EPA,,268.0,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=49728 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 317. Charge240: 12.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
